series_id,step,timestamp,anglez,enmo,sleep
0402a003dae9,248712,2019-01-02 03:11:00+00:00,63.9651,0.0204,onset
0402a003dae9,253620,2019-01-02 10:00:00+00:00,21.9766,0.0,wakeup
0402a003dae9,267948,2019-01-03 05:54:00+00:00,38.1531,0.0004,onset
0402a003dae9,272868,2019-01-03 12:44:00+00:00,-31.0626,0.0033,wakeup
0402a003dae9,284388,2019-01-04 04:44:00+00:00,60.5609,0.0053,onset
0402a003dae9,291444,2019-01-04 14:32:00+00:00,16.7288,0.0,wakeup
0402a003dae9,306576,2019-01-05 11:33:00+00:00,22.3009,0.0071,onset
0402a003dae9,309372,2019-01-05 15:26:00+00:00,38.149,0.0,wakeup
0402a003dae9,338328,2019-01-07 07:39:00+00:00,2.7148,0.0392,onset
0402a003dae9,343212,2019-01-07 14:26:00+00:00,-1.7632,0.0073,wakeup
0402a003dae9,356052,2019-01-08 08:16:00+00:00,57.014,0.0018,onset
0402a003dae9,358956,2019-01-08 12:18:00+00:00,-29.1992,0.0128,wakeup
0402a003dae9,375060,2019-01-09 10:40:00+00:00,-59.636,0.0034,onset
0402a003dae9,376920,2019-01-09 13:15:00+00:00,-67.4507,0.0083,wakeup
04f547b8017d,23484,2018-11-30 01:37:00+00:00,15.0465,0.0014,onset
04f547b8017d,30804,2018-11-30 11:47:00+00:00,70.3389,0.0,wakeup
04f547b8017d,40092,2018-12-01 00:41:00+00:00,41.3812,0.0162,onset
04f547b8017d,45492,2018-12-01 08:11:00+00:00,-20.6786,0.0,wakeup
04f547b8017d,75348,2018-12-03 01:39:00+00:00,71.7548,0.0244,onset
04f547b8017d,82404,2018-12-03 11:27:00+00:00,49.896,0.0,wakeup
04f547b8017d,92892,2018-12-04 02:01:00+00:00,27.5311,0.0062,onset
04f547b8017d,99672,2018-12-04 11:26:00+00:00,-6.0618,0.0259,wakeup
04f547b8017d,110244,2018-12-05 02:07:00+00:00,10.9829,0.0,onset
04f547b8017d,117540,2018-12-05 12:15:00+00:00,-52.8726,0.0,wakeup
04f547b8017d,127752,2018-12-06 02:26:00+00:00,51.5591,0.0,onset
04f547b8017d,134328,2018-12-06 11:34:00+00:00,-46.6507,0.0,wakeup
04f547b8017d,145500,2018-12-07 03:05:00+00:00,7.3095,0.0115,onset
04f547b8017d,151680,2018-12-07 11:40:00+00:00,47.9414,0.0,wakeup
04f547b8017d,162672,2018-12-08 02:56:00+00:00,-13.3367,0.0102,onset
04f547b8017d,170184,2018-12-08 13:22:00+00:00,-64.4766,0.0,wakeup
04f547b8017d,179316,2018-12-09 02:03:00+00:00,34.1934,0.0,onset
04f547b8017d,186876,2018-12-09 12:33:00+00:00,36.4659,0.0,wakeup
04f547b8017d,195912,2018-12-10 01:06:00+00:00,26.2391,0.0,onset
04f547b8017d,204252,2018-12-10 12:41:00+00:00,-15.6971,0.0,wakeup
04f547b8017d,214464,2018-12-11 02:52:00+00:00,-25.9651,0.0389,onset
04f547b8017d,220536,2018-12-11 11:18:00+00:00,-21.6689,0.0,wakeup
04f547b8017d,231300,2018-12-12 02:15:00+00:00,29.0802,0.0046,onset
04f547b8017d,239124,2018-12-12 13:07:00+00:00,48.1741,0.0,wakeup
04f547b8017d,249252,2018-12-13 03:11:00+00:00,44.4552,0.0,onset
04f547b8017d,256260,2018-12-13 12:55:00+00:00,-48.988,0.0423,wakeup
04f547b8017d,265944,2018-12-14 02:22:00+00:00,13.4627,0.0,onset
04f547b8017d,273564,2018-12-14 12:57:00+00:00,59.2034,0.0,wakeup
04f547b8017d,300456,2018-12-16 02:18:00+00:00,19.2676,0.0,onset
04f547b8017d,308568,2018-12-16 13:34:00+00:00,-51.1506,0.0,wakeup
04f547b8017d,318096,2018-12-17 02:48:00+00:00,34.6926,0.045,onset
04f547b8017d,325656,2018-12-17 13:18:00+00:00,5.5979,0.0047,wakeup
04f547b8017d,352608,2018-12-19 02:44:00+00:00,63.2565,0.0004,onset
04f547b8017d,360180,2018-12-19 13:15:00+00:00,-20.3799,0.0,wakeup
04f547b8017d,370692,2018-12-20 03:51:00+00:00,20.3453,0.0122,onset
04f547b8017d,377412,2018-12-20 13:11:00+00:00,-52.3184,0.0,wakeup
04f547b8017d,404616,2018-12-22 02:58:00+00:00,49.6808,0.004,onset
04f547b8017d,411828,2018-12-22 12:59:00+00:00,-52.2448,0.0,wakeup
04f547b8017d,421656,2018-12-23 02:38:00+00:00,47.9191,0.0059,onset
04f547b8017d,429264,2018-12-23 13:12:00+00:00,4.1007,0.0,wakeup
04f547b8017d,438336,2018-12-24 01:48:00+00:00,64.1622,0.0454,onset
04f547b8017d,446400,2018-12-24 13:00:00+00:00,29.5338,0.0,wakeup
05e1944c3818,20520,2018-11-18 03:30:00+00:00,33.2058,0.0,onset
05e1944c3818,27360,2018-11-18 13:00:00+00:00,44.3133,0.0,wakeup
05e1944c3818,38328,2018-11-19 04:14:00+00:00,78.9127,0.0,onset
05e1944c3818,45408,2018-11-19 14:04:00+00:00,53.9317,0.0,wakeup
05e1944c3818,55332,2018-11-20 03:51:00+00:00,-11.0224,0.0195,onset
05e1944c3818,61272,2018-11-20 12:06:00+00:00,56.941,0.0024,wakeup
05e1944c3818,74292,2018-11-21 06:11:00+00:00,-39.5466,0.0797,onset
05e1944c3818,78480,2018-11-21 12:00:00+00:00,4.8381,0.0,wakeup
05e1944c3818,90756,2018-11-22 05:03:00+00:00,32.0368,0.0,onset
05e1944c3818,95760,2018-11-22 12:00:00+00:00,-83.0822,0.0128,wakeup
05e1944c3818,107136,2018-11-23 03:48:00+00:00,43.1132,0.0,onset
05e1944c3818,113220,2018-11-23 12:15:00+00:00,56.3555,0.0023,wakeup
05e1944c3818,123900,2018-11-24 03:05:00+00:00,-6.1127,0.0,onset
05e1944c3818,131352,2018-11-24 13:26:00+00:00,36.5975,0.0097,wakeup
062cae666e2a,5412,2019-02-02 05:16:00+00:00,-19.0423,0.0281,onset
062cae666e2a,13620,2019-02-02 16:40:00+00:00,8.0182,0.0,wakeup
062cae666e2a,22812,2019-02-03 05:26:00+00:00,-13.0803,0.0,onset
062cae666e2a,28656,2019-02-03 13:33:00+00:00,-67.2751,0.0035,wakeup
062cae666e2a,211848,2019-02-14 03:59:00+00:00,-66.8657,0.0154,onset
062cae666e2a,217788,2019-02-14 12:14:00+00:00,-84.6534,0.0105,wakeup
062dbd4c95e6,7872,2018-08-23 03:11:00+00:00,-0.2352,0.0,onset
062dbd4c95e6,14484,2018-08-23 12:22:00+00:00,-34.6113,0.0,wakeup
062dbd4c95e6,60720,2018-08-26 04:35:00+00:00,-45.9532,0.0005,onset
062dbd4c95e6,68400,2018-08-26 15:15:00+00:00,-84.6534,0.0,wakeup
062dbd4c95e6,77304,2018-08-27 03:37:00+00:00,66.1384,0.0287,onset
062dbd4c95e6,83292,2018-08-27 11:56:00+00:00,-75.8007,0.0,wakeup
062dbd4c95e6,94716,2018-08-28 03:48:00+00:00,75.1441,0.0237,onset
062dbd4c95e6,101976,2018-08-28 13:53:00+00:00,2.2379,0.0,wakeup
062dbd4c95e6,146520,2018-08-31 03:45:00+00:00,-51.8339,0.012,onset
062dbd4c95e6,153576,2018-08-31 13:33:00+00:00,-67.5908,0.0,wakeup
062dbd4c95e6,163500,2018-09-01 03:20:00+00:00,-23.879,0.0,onset
062dbd4c95e6,170244,2018-09-01 12:42:00+00:00,-40.921,0.0018,wakeup
062dbd4c95e6,181452,2018-09-02 04:16:00+00:00,-51.3831,0.0,onset
062dbd4c95e6,187644,2018-09-02 12:52:00+00:00,-43.1248,0.0,wakeup
062dbd4c95e6,230892,2018-09-05 00:56:00+00:00,-84.6534,0.0,onset
062dbd4c95e6,239532,2018-09-05 12:56:00+00:00,25.6723,0.0,wakeup
062dbd4c95e6,250848,2018-09-06 04:39:00+00:00,-37.4701,0.0523,onset
062dbd4c95e6,256224,2018-09-06 12:07:00+00:00,77.3658,0.0,wakeup
062dbd4c95e6,335916,2018-09-11 02:48:00+00:00,48.5256,0.0099,onset
062dbd4c95e6,343164,2018-09-11 12:52:00+00:00,-22.4389,0.0,wakeup
062dbd4c95e6,405540,2018-09-15 03:30:00+00:00,-66.1978,0.0,onset
062dbd4c95e6,412416,2018-09-15 13:03:00+00:00,29.3219,0.0,wakeup
062dbd4c95e6,423240,2018-09-16 04:05:00+00:00,57.988,0.0,onset
062dbd4c95e6,429924,2018-09-16 13:22:00+00:00,62.9807,0.0,wakeup
062dbd4c95e6,439812,2018-09-17 03:06:00+00:00,-76.3646,0.0,onset
062dbd4c95e6,447384,2018-09-17 13:37:00+00:00,-33.875,0.0,wakeup
062dbd4c95e6,457284,2018-09-18 03:22:00+00:00,-13.194,0.0042,onset
062dbd4c95e6,464244,2018-09-18 13:02:00+00:00,39.3168,0.0,wakeup
08db4255286f,11988,2018-11-06 06:39:00+00:00,-14.2279,0.0034,onset
08db4255286f,14388,2018-11-06 09:59:00+00:00,-18.6302,1e-04,wakeup
08db4255286f,28680,2018-11-07 05:50:00+00:00,-41.9467,0.0059,onset
08db4255286f,31320,2018-11-07 09:30:00+00:00,-71.6164,0.0005,wakeup
08db4255286f,44184,2018-11-08 03:22:00+00:00,-16.6176,0.0232,onset
08db4255286f,49128,2018-11-08 10:14:00+00:00,10.7373,0.003,wakeup
08db4255286f,60336,2018-11-09 01:48:00+00:00,-80.1247,0.0003,onset
08db4255286f,66324,2018-11-09 10:07:00+00:00,-39.659,0.0015,wakeup
08db4255286f,79152,2018-11-10 03:56:00+00:00,-13.9213,0.0068,onset
08db4255286f,85272,2018-11-10 12:26:00+00:00,24.1394,0.0152,wakeup
08db4255286f,98820,2018-11-11 07:15:00+00:00,6.4393,0.0069,onset
08db4255286f,104076,2018-11-11 14:33:00+00:00,-2.4182,0.02,wakeup
08db4255286f,114204,2018-11-12 04:37:00+00:00,19.9861,1e-04,onset
08db4255286f,118836,2018-11-12 11:03:00+00:00,47.7152,0.0043,wakeup
08db4255286f,130560,2018-11-13 03:20:00+00:00,-32.4925,0.0007,onset
08db4255286f,136260,2018-11-13 11:15:00+00:00,6.081,0.006,wakeup
08db4255286f,147492,2018-11-14 02:51:00+00:00,29.4354,0.0157,onset
08db4255286f,153360,2018-11-14 11:00:00+00:00,-65.4,0.0015,wakeup
08db4255286f,166176,2018-11-15 04:48:00+00:00,53.7465,0.0246,onset
08db4255286f,170712,2018-11-15 11:06:00+00:00,-42.1624,0.0,wakeup
08db4255286f,182556,2018-11-16 03:33:00+00:00,-61.1034,0.0315,onset
08db4255286f,190872,2018-11-16 15:06:00+00:00,-2.9329,0.0007,wakeup
08db4255286f,203556,2018-11-17 08:43:00+00:00,33.9345,0.0085,onset
08db4255286f,206724,2018-11-17 13:07:00+00:00,-22.1194,0.0164,wakeup
08db4255286f,219240,2018-11-18 06:30:00+00:00,10.1994,0.0252,onset
08db4255286f,226392,2018-11-18 16:26:00+00:00,-20.3966,0.0007,wakeup
08db4255286f,238812,2018-11-19 09:41:00+00:00,-4.6465,0.0124,onset
08db4255286f,243852,2018-11-19 16:41:00+00:00,38.6374,0.0128,wakeup
08db4255286f,254088,2018-11-20 06:54:00+00:00,-39.9473,0.1121,onset
08db4255286f,257076,2018-11-20 11:03:00+00:00,-53.2482,0.0,wakeup
08db4255286f,269796,2018-11-21 04:43:00+00:00,-39.8319,0.0005,onset
08db4255286f,273948,2018-11-21 10:29:00+00:00,-84.6534,0.0003,wakeup
08db4255286f,286800,2018-11-22 04:20:00+00:00,-60.6239,0.0024,onset
08db4255286f,291624,2018-11-22 11:02:00+00:00,-28.7721,0.004,wakeup
08db4255286f,304188,2018-11-23 04:29:00+00:00,-70.1721,0.0028,onset
08db4255286f,310452,2018-11-23 13:11:00+00:00,17.7281,0.0142,wakeup
08db4255286f,323520,2018-11-24 07:20:00+00:00,-44.9758,0.1041,onset
08db4255286f,330120,2018-11-24 16:30:00+00:00,40.1119,0.0012,wakeup
08db4255286f,340848,2018-11-25 07:24:00+00:00,-82.3442,0.0071,onset
08db4255286f,342384,2018-11-25 09:32:00+00:00,-61.5654,0.1044,wakeup
08db4255286f,357492,2018-11-26 06:31:00+00:00,-63.4173,0.0034,onset
08db4255286f,360792,2018-11-26 11:06:00+00:00,-2.6336,0.0044,wakeup
08db4255286f,373176,2018-11-27 04:18:00+00:00,-58.1278,0.0064,onset
08db4255286f,377820,2018-11-27 10:45:00+00:00,39.7216,0.0058,wakeup
08db4255286f,391116,2018-11-28 05:13:00+00:00,16.0882,0.0458,onset
08db4255286f,399960,2018-11-28 17:30:00+00:00,-62.0354,0.0054,wakeup
08db4255286f,412956,2018-11-29 11:33:00+00:00,-59.6356,1e-04,onset
08db4255286f,417180,2018-11-29 17:25:00+00:00,-58.7302,0.0022,wakeup
08db4255286f,429552,2018-11-30 10:36:00+00:00,-22.3678,0.0,onset
08db4255286f,435324,2018-11-30 18:37:00+00:00,52.4843,0.0,wakeup
0a96f4993bd7,8256,2018-05-04 01:58:00+00:00,37.823,0.0,onset
0a96f4993bd7,15024,2018-05-04 11:22:00+00:00,-66.5535,0.0,wakeup
0a96f4993bd7,26460,2018-05-05 03:15:00+00:00,12.7288,0.0,onset
0a96f4993bd7,33972,2018-05-05 13:41:00+00:00,-5.6936,0.0,wakeup
0a96f4993bd7,45156,2018-05-06 05:13:00+00:00,57.5684,0.0,onset
0a96f4993bd7,51336,2018-05-06 13:48:00+00:00,58.9264,0.0,wakeup
0a96f4993bd7,60816,2018-05-07 02:58:00+00:00,-5.0857,0.0136,onset
0a96f4993bd7,67176,2018-05-07 11:48:00+00:00,36.4414,0.0919,wakeup
0a96f4993bd7,77100,2018-05-08 01:35:00+00:00,-0.6676,0.0,onset
0a96f4993bd7,83964,2018-05-08 11:07:00+00:00,32.5606,0.0,wakeup
0a96f4993bd7,94764,2018-05-09 02:07:00+00:00,-11.2043,0.0,onset
0a96f4993bd7,100980,2018-05-09 10:45:00+00:00,-45.9461,0.0,wakeup
0a96f4993bd7,112044,2018-05-10 02:07:00+00:00,-7.037,0.0,onset
0a96f4993bd7,118752,2018-05-10 11:26:00+00:00,-60.8537,0.0,wakeup
0a96f4993bd7,129588,2018-05-11 02:29:00+00:00,-58.282,0.0499,onset
0a96f4993bd7,135972,2018-05-11 11:21:00+00:00,-57.9781,0.0,wakeup
0a96f4993bd7,148092,2018-05-12 04:11:00+00:00,63.4571,0.0,onset
0a96f4993bd7,155412,2018-05-12 14:21:00+00:00,-84.6534,0.0,wakeup
0a96f4993bd7,167196,2018-05-13 06:43:00+00:00,-37.9557,0.0,onset
0a96f4993bd7,172392,2018-05-13 13:56:00+00:00,-18.8622,0.0,wakeup
0a96f4993bd7,182556,2018-05-14 04:03:00+00:00,9.2074,0.0292,onset
0a96f4993bd7,188268,2018-05-14 11:59:00+00:00,-31.5141,0.0,wakeup
0a96f4993bd7,198804,2018-05-15 02:37:00+00:00,-68.4323,0.0,onset
0a96f4993bd7,205596,2018-05-15 12:03:00+00:00,73.3269,0.0,wakeup
0a96f4993bd7,215676,2018-05-16 02:03:00+00:00,-84.6534,0.0,onset
0a96f4993bd7,222660,2018-05-16 11:45:00+00:00,49.5258,0.0,wakeup
0a96f4993bd7,232464,2018-05-17 01:22:00+00:00,21.8332,0.0,onset
0a96f4993bd7,239712,2018-05-17 11:26:00+00:00,0.0,0.0,wakeup
0a96f4993bd7,249612,2018-05-18 01:11:00+00:00,-21.8882,0.0,onset
0a96f4993bd7,256260,2018-05-18 10:25:00+00:00,7.5723,0.0,wakeup
0cd1e3d0ed95,5484,2017-12-09 03:37:00+00:00,-67.2586,0.0112,onset
0cd1e3d0ed95,9432,2017-12-09 09:06:00+00:00,-56.2308,0.0106,wakeup
0cd1e3d0ed95,23616,2017-12-10 04:48:00+00:00,-72.3907,0.0093,onset
0cd1e3d0ed95,29520,2017-12-10 13:00:00+00:00,4.8346,0.0284,wakeup
0cd1e3d0ed95,37836,2017-12-11 00:33:00+00:00,-38.0389,0.0,onset
0cd1e3d0ed95,45024,2017-12-11 10:32:00+00:00,-28.3627,0.018,wakeup
0cd1e3d0ed95,56736,2017-12-12 02:48:00+00:00,73.3692,0.0004,onset
0cd1e3d0ed95,63024,2017-12-12 11:32:00+00:00,-37.0175,0.0183,wakeup
0cd1e3d0ed95,74688,2017-12-13 03:44:00+00:00,48.272,1e-04,onset
0cd1e3d0ed95,80448,2017-12-13 11:44:00+00:00,-56.7693,0.0262,wakeup
0cd1e3d0ed95,212124,2017-12-21 02:37:00+00:00,-31.9645,0.0069,onset
0cd1e3d0ed95,218772,2017-12-21 11:51:00+00:00,-22.0596,0.0486,wakeup
0ce74d6d2106,4812,2017-08-22 03:11:00+00:00,-55.3123,0.0003,onset
0ce74d6d2106,10344,2017-08-22 10:52:00+00:00,-57.7475,0.0,wakeup
0ce74d6d2106,22356,2017-08-23 03:33:00+00:00,-31.5806,0.0308,onset
0ce74d6d2106,28296,2017-08-23 11:48:00+00:00,-44.5174,0.0,wakeup
0ce74d6d2106,39228,2017-08-24 02:59:00+00:00,9.2322,0.0,onset
0ce74d6d2106,45576,2017-08-24 11:48:00+00:00,-23.2066,0.0,wakeup
0ce74d6d2106,56604,2017-08-25 03:07:00+00:00,-45.9804,0.0149,onset
0ce74d6d2106,62412,2017-08-25 11:11:00+00:00,-57.96,0.0,wakeup
0ce74d6d2106,74076,2017-08-26 03:23:00+00:00,-50.7298,0.0188,onset
0ce74d6d2106,78924,2017-08-26 10:07:00+00:00,-15.6778,0.0889,wakeup
0ce74d6d2106,89724,2017-08-27 01:07:00+00:00,5.5865,0.0,onset
0ce74d6d2106,96612,2017-08-27 10:41:00+00:00,-64.226,0.0,wakeup
0ce74d6d2106,108000,2017-08-28 02:30:00+00:00,-42.5174,0.0,onset
0ce74d6d2106,114564,2017-08-28 11:37:00+00:00,-69.4984,0.0,wakeup
0ce74d6d2106,124824,2017-08-29 01:52:00+00:00,18.7193,0.0,onset
0ce74d6d2106,131484,2017-08-29 11:07:00+00:00,-56.5272,0.0,wakeup
0ce74d6d2106,142512,2017-08-30 02:26:00+00:00,78.9127,1e-04,onset
0ce74d6d2106,149172,2017-08-30 11:41:00+00:00,-5.2951,0.0,wakeup
0ce74d6d2106,160080,2017-08-31 02:50:00+00:00,73.3082,0.0,onset
0ce74d6d2106,165732,2017-08-31 10:41:00+00:00,-11.4245,0.0047,wakeup
0ce74d6d2106,176760,2017-09-01 02:00:00+00:00,-35.5457,0.0,onset
0ce74d6d2106,183264,2017-09-01 11:02:00+00:00,78.1805,0.0264,wakeup
0ce74d6d2106,195300,2017-09-02 03:45:00+00:00,-16.4558,0.0067,onset
0ce74d6d2106,200976,2017-09-02 11:38:00+00:00,21.8208,0.0,wakeup
0ce74d6d2106,211224,2017-09-03 01:52:00+00:00,-46.1714,0.0962,onset
0ce74d6d2106,217488,2017-09-03 10:34:00+00:00,-44.4823,0.0,wakeup
0ce74d6d2106,228960,2017-09-04 02:30:00+00:00,-43.4473,0.0247,onset
0ce74d6d2106,235380,2017-09-04 11:25:00+00:00,-17.9948,0.0,wakeup
0ce74d6d2106,246048,2017-09-05 02:14:00+00:00,-50.0442,0.0,onset
0ce74d6d2106,252768,2017-09-05 11:34:00+00:00,-71.2365,0.0089,wakeup
0ce74d6d2106,263436,2017-09-06 02:23:00+00:00,59.5805,0.0,onset
0ce74d6d2106,270444,2017-09-06 12:07:00+00:00,18.8606,0.0,wakeup
0ce74d6d2106,281736,2017-09-07 03:48:00+00:00,63.1533,0.0016,onset
0ce74d6d2106,287304,2017-09-07 11:32:00+00:00,8.7365,0.0007,wakeup
0ce74d6d2106,298572,2017-09-08 03:11:00+00:00,52.5407,0.0,onset
0ce74d6d2106,304152,2017-09-08 10:56:00+00:00,-46.0542,0.0,wakeup
0ce74d6d2106,316032,2017-09-09 03:26:00+00:00,-63.5657,0.0125,onset
0ce74d6d2106,321120,2017-09-09 10:30:00+00:00,0.8364,0.0448,wakeup
0ce74d6d2106,332376,2017-09-10 02:08:00+00:00,8.3292,0.0008,onset
0ce74d6d2106,349560,2017-09-11 02:00:00+00:00,4.3279,0.0024,onset
0ce74d6d2106,357060,2017-09-11 12:25:00+00:00,36.1951,0.0069,wakeup
0ce74d6d2106,366564,2017-09-12 01:37:00+00:00,-25.6067,0.0194,onset
0ce74d6d2106,373032,2017-09-12 10:36:00+00:00,-16.3067,0.0008,wakeup
0ce74d6d2106,383436,2017-09-13 01:03:00+00:00,37.5126,0.0053,onset
0ce74d6d2106,390420,2017-09-13 10:45:00+00:00,10.6501,0.0543,wakeup
0ce74d6d2106,400452,2017-09-14 00:41:00+00:00,-52.1604,0.0,onset
0ce74d6d2106,407304,2017-09-14 10:12:00+00:00,59.5788,0.0,wakeup
0ce74d6d2106,417996,2017-09-15 01:03:00+00:00,42.1683,0.0,onset
0ce74d6d2106,424308,2017-09-15 09:49:00+00:00,77.9571,0.0,wakeup
0ce74d6d2106,436452,2017-09-16 02:41:00+00:00,64.8851,0.0006,onset
0ce74d6d2106,442440,2017-09-16 11:00:00+00:00,71.7553,0.0,wakeup
0ce74d6d2106,453660,2017-09-17 02:35:00+00:00,72.1381,0.0,onset
0ce74d6d2106,459444,2017-09-17 10:37:00+00:00,-46.1394,0.0027,wakeup
0ce74d6d2106,470448,2017-09-18 01:54:00+00:00,-20.7397,0.1185,onset
